Country,Year,GDP ($),GDP/Capita ($),No.Suicides,Population,Suicides_rate/100k pop
United States,2007,14477635000000,51585,34596,280658606,12.326719815604015
United States,2008,14718582000000,52128,36030,282355565,12.76050642033565
United States,2009,14418739000000,50563,36900,285162662,12.939983005208445
United States,2010,14964372000000,51989,38362,287839149,13.32758248253437
United States,2011,15517926000000,53452,39508,290313825,13.608721527471179
United States,2012,16155255000000,55170,40596,292827128,13.863469644110294
United States,2013,16691517000000,56520,41143,295322862,13.931532330876571
United States,2014,17427609000000,58531,42769,297749735,14.364076596071529
United States,2015,18120714000000,60387,44189,300078511,14.72581287235193
Uruguay,1985,4732017873,1729,287,2737400,10.48440125666691
Uruguay,1986,5880112788,2132,262,2757600,9.501015375689004
Uruguay,1987,7367494080,2651,258,2778900,9.28424916333801
Uruguay,1988,8213515459,2934,268,2799600,9.572796113730533
Uruguay,1989,8438951476,2992,344,2820700,12.195554295033148
Uruguay,1990,9298839655,3281,315,2834000,11.115031757233591
Uruguay,1993,15002106518,5180,418,2896228,14.432565391951185
Uruguay,1994,17474647792,5984,406,2920296,13.902700274218779
Uruguay,1995,19297663097,6555,427,2943816,14.504982648372046
Uruguay,1996,20515543039,6914,393,2967278,13.244461759228491
Uruguay,1997,23969823010,8012,456,2991662,15.242363609257998
Uruguay,1998,25385928198,8420,521,3014887,17.28091301597705
Uruguay,1999,23983945191,7903,450,3034833,14.827834019203035
Uruguay,2000,22823255802,7483,555,3050169,18.195713089995994
Uruguay,2001,20898788417,6827,499,3061024,16.3017343215865
Uruguay,2002,13606494599,4439,675,3065257,22.020992040797882
Uruguay,2003,12045631093,3929,535,3065772,17.450743238570904
Uruguay,2004,13686329890,4463,520,3066489,16.957504168448022
Uruguay,2005,17362857684,5655,498,3070178,16.2205578959917
Uruguay,2006,19579457966,6362,528,3077445,17.15708972865478
Uruguay,2007,23410572634,7581,576,3087957,18.65310948306599
Uruguay,2008,30366213119,9793,523,3100791,16.86666402218015
Uruguay,2009,31660911277,10166,511,3114306,16.408150001958703
Uruguay,2010,40284481652,12882,547,3127306,17.491092972673606
Uruguay,2012,51264390116,16264,599,3151939,19.004174890440456
Uruguay,2013,57531233351,18179,546,3164670,17.252983723421398
Uruguay,2014,57236013086,18012,591,3177645,18.598679210547434
Uruguay,2015,53274304222,16696,630,3190795,19.74429570060126
Uzbekistan,1990,13360607918,778,1459,17165700,8.499507739270756
Uzbekistan,1991,13677622222,788,1393,17347800,8.029836636345818
Uzbekistan,1992,12941297376,709,1344,18257000,7.3615599496083695
Uzbekistan,1993,13099013836,708,1355,18509300,7.320644216691068
Uzbekistan,1994,12899156991,674,1419,19144700,7.411973026477302
Uzbekistan,1995,13350468917,681,1485,19599000,7.576917189652534
Uzbekistan,1996,13948892216,703,1699,19854500,8.557254023017451
Uzbekistan,1997,14744603774,724,1554,20364300,7.631001311117986
Uzbekistan,1998,14988971211,719,1620,20861200,7.765612716430502
Uzbekistan,1999,17078465982,801,1795,21329916,8.41541054357645
Uzbekistan,2000,13760374488,632,1919,21789067,8.807169210136442
Uzbekistan,2001,11401351420,513,1914,22231527,8.609395117123533
Uzbekistan,2002,9687951055,428,1576,22632256,6.963512607846076
Uzbekistan,2003,10128112401,441,1416,22982883,6.161106942066407
Uzbekistan,2004,12030023548,516,1251,23300841,5.368904924933825
Uzbekistan,2005,14307509839,606,1221,23600347,5.17365274332619
Uzbekistan,2009,33689223673,1332,1399,25288102,5.532245955034506
Uzbekistan,2010,39332770929,1533,1464,25651783,5.707205616077448
Uzbekistan,2011,45915191189,1767,1640,25978049,6.3130221980873165
Uzbekistan,2012,51821573338,1964,1835,26381830,6.95554478214741
Uzbekistan,2013,57690453461,2150,1950,26838924,7.265566980255989
Uzbekistan,2014,63067077179,2309,2095,27313507,7.670197752342824
